0,0.978723404255,1.0,1.0,1.0,0.981818181818,1.0,
1,1.0,1.0,1.0,1.0,1.0,1.0,
2,1.0,1.0,1.0,0.976744186047,0.976744186047,0.976744186047,
3,1.0,1.0,1.0,1.0,1.0,1.0,
4,0.99209486166,1.0,1.0,0.99209486166,0.98023715415,0.99604743083,
5,1.0,1.0,1.0,1.0,1.0,1.0,
6,0.976744186047,1.0,1.0,1.0,1.0,1.0,
7,1.0,1.0,1.0,0.976744186047,1.0,1.0,
8,1.0,1.0,1.0,1.0,1.0,1.0,
9,1.0,1.0,1.0,0.977272727273,1.0,1.0,
10,1.0,1.0,1.0,1.0,1.0,1.0,
11,1.0,1.0,1.0,0.977272727273,1.0,1.0,
12,1.0,1.0,1.0,0.976744186047,1.0,1.0,
13,1.0,1.0,1.0,1.0,1.0,1.0,
14,1.0,1.0,1.0,1.0,1.0,0.953488372093,
15,1.0,1.0,1.0,0.977777777778,1.0,1.0,
16,1.0,1.0,1.0,1.0,1.0,1.0,
17,1.0,1.0,1.0,1.0,1.0,1.0,
18,1.0,1.0,1.0,1.0,1.0,1.0,
19,1.0,1.0,1.0,1.0,1.0,0.977272727273,
20,1.0,1.0,1.0,1.0,1.0,1.0,
21,0.995951417004,1.0,1.0,0.996078431373,1.0,0.996078431373,
22,1.0,1.0,1.0,1.0,1.0,0.976744186047,
23,1.0,1.0,0.976744186047,1.0,1.0,0.976744186047,
24,1.0,1.0,1.0,0.954545454545,1.0,0.977272727273,
25,1.0,1.0,1.0,1.0,1.0,1.0,
26,1.0,1.0,1.0,0.954545454545,1.0,0.977272727273,
27,1.0,1.0,1.0,0.953488372093,1.0,1.0,
28,1.0,1.0,1.0,0.977272727273,1.0,1.0,
29,1.0,1.0,1.0,1.0,1.0,0.976744186047,
30,1.0,1.0,1.0,0.977272727273,1.0,0.977272727273,
31,1.0,1.0,1.0,1.0,1.0,1.0,
32,1.0,1.0,1.0,0.954545454545,1.0,0.977272727273,
33,1.0,1.0,1.0,1.0,1.0,1.0,
34,1.0,1.0,1.0,0.977272727273,1.0,1.0,
35,1.0,1.0,1.0,0.976744186047,1.0,0.976744186047,
36,1.0,1.0,1.0,0.977272727273,1.0,1.0,
37,1.0,1.0,1.0,1.0,1.0,1.0,
38,1.0,1.0,1.0,1.0,1.0,0.977272727273,
39,1.0,1.0,1.0,1.0,1.0,0.976744186047,
40,1.0,1.0,1.0,1.0,1.0,0.977272727273,
41,1.0,1.0,0.976744186047,0.976744186047,1.0,0.976744186047,
42,1.0,0.977272727273,1.0,1.0,1.0,0.977272727273,
43,1.0,1.0,1.0,0.977272727273,1.0,1.0,
44,1.0,1.0,1.0,1.0,1.0,0.955555555556,
45,1.0,1.0,1.0,0.977272727273,1.0,0.977272727273,
46,1.0,1.0,1.0,0.976744186047,1.0,0.976744186047,
47,1.0,1.0,1.0,1.0,1.0,1.0,
48,1.0,1.0,1.0,0.977272727273,1.0,0.977272727273,
49,1.0,1.0,1.0,0.976744186047,1.0,1.0,
50,1.0,1.0,1.0,0.977272727273,1.0,1.0,
51,1.0,1.0,1.0,1.0,1.0,0.976744186047,
52,0.977272727273,1.0,1.0,0.977272727273,1.0,1.0,
53,1.0,1.0,1.0,0.976744186047,1.0,0.976744186047,
54,1.0,1.0,1.0,1.0,1.0,0.978723404255,
55,1.0,1.0,1.0,1.0,0.976744186047,1.0,
56,1.0,1.0,1.0,0.977272727273,1.0,0.977272727273,
57,1.0,0.954545454545,1.0,0.976744186047,1.0,1.0,
58,1.0,0.976744186047,0.976744186047,1.0,1.0,1.0,
59,1.0,1.0,0.978723404255,0.978260869565,1.0,1.0,
